Industry,n,market_cap,cw_1W,ew_1W,med_1W,cw_1M,ew_1M,med_1M,cw_3M,ew_3M,med_3M,pct_positive_3M,cw_6M,ew_6M,med_6M,cw_12M,ew_12M,med_12M,pct_above_50dma,pct_above_200dma,pct_within_5pct_of_52wh,median_pct_from_52wh,median_pe,median_fwd_pe,median_div_yield,median_cy_growth,median_ny_growth,median_cq_growth,median_nq_growth,fwd_pe_over_ny_growth,Sector,rs_3m
reit-retail,5,170202766336.0,-1.1936474809997932,-1.6937191763586081,-1.9138779401397854,-6.052920978451793,-5.3350123825961315,-5.007960800849498,-5.88891083926677,-7.152427585572729,-6.9327940346552435,0.0,5.723384782345842,4.390865543739992,1.6161887381973328,10.766327330815173,10.46659953599895,8.951938926382308,0.0,20.0,0.0,-13.112560787455784,24.757576,30.301603,4.293102,-1.0299999,1.8399999999999999,4.52,9.32,16.4682625,real-estate,-11.254218995767907
airlines,3,113167286272.0,6.964444581902152,7.085914707008441,7.128317563068731,2.331960717974635,2.777667664357682,1.832295158033359,-6.006574095637829,-7.547322620987644,-5.2159636430329614,0.0,22.11711128885718,19.12011037525044,22.61600703177493,27.140860530233766,27.34768660844174,31.706642045493204,0.0,66.66666666666667,0.0,-15.355228441817669,13.917081,8.901262,0.9430302999999999,7.000000000000001,46.62,18.21,28.65,0.19093226083226084,industrials,-11.371882252138965
aerospace-defense,12,1288201715712.0,-0.9293309994094723,-1.512242120491389,-2.676026874210785,-9.657706266540334,-10.429249584047824,-8.540980762564255,-6.007299973535563,-5.976622230500253,-6.3685936245783115,25.0,-4.038143301566988,-10.133470731656695,-6.945380418287633,2.9992760629760085,-1.978884591672565,-3.3308866488307998,0.0,0.0,0.0,-22.82775716135536,28.9578085,20.7390325,0.9728484,12.415000000000001,12.509999999999998,12.4350003,12.275,1.6577963629096726,industrials,-11.3726081300367
integrated-freight-logistics,5,215751841792.0,-5.909077468723812,-6.359098264142471,-5.119588323440238,-6.270315663999126,-4.508176441007752,-6.019017018986728,-6.372582534627602,-5.155882961209716,-7.9669723625672155,20.0,5.62311013189738,9.472863015296559,4.021436390482558,40.070581088434885,46.520641244717424,57.69407043254549,20.0,40.0,20.0,-17.262526037613192,27.254358,19.943407,1.6422401999999998,22.659999,18.110001,17.624999000000003,21.000001,1.1012372114170508,industrials,-11.737890691128738
healthcare-plans,6,681703956480.0,-3.47190268128309,-5.021896957515093,-5.727471841288906,-3.169251661474104,-2.422863449307779,-2.23060784309308,-6.374004920548626,-3.0677800439671925,-1.2545496772459308,50.0,37.460182791202826,53.90167758044932,40.160137130600305,18.643940388996505,34.91891427493789,25.3895701980738,16.666666666666668,83.33333333333333,0.0,-9.604910674684719,20.398025,12.73007825,1.956515,10.7,9.56499945,-13.490000499999999,-4.2299998,1.3309021413482673,healthcare,-11.739313077049761
reit-residential,5,73164570624.0,-2.304175624471594,-2.4637082070129956,-2.3202560207145395,-8.080710115155753,-8.218529321538329,-9.26052567116129,-6.663735579441643,-7.10920402203026,-9.303170455072785,0.0,7.0588179377107485,6.489199839546464,3.2273802411046715,-3.295765416237051,-3.6051731773612072,-4.381663305719319,0.0,20.0,0.0,-15.233500410501144,32.775578,43.615192,4.394387,-1.17,-13.305,-7.960000000000001,5.29,-3.2781053739195793,real-estate,-12.029043735942778
reit-industrial,3,216013393920.0,-0.3382504276555398,-1.0693803953462235,-1.6824453803711559,-5.434641152245767,-6.542381090976157,-6.97009357351911,-6.786394428053743,-7.3934727388636485,-7.56821812078573,0.0,6.4432254967137,6.489426925004331,5.865108008176256,15.884006544281814,11.023428189706134,8.136157088525863,0.0,33.333333333333336,0.0,-10.646257067382459,29.733482,28.326792,4.0448982,-2.29,2.2800000000000002,-0.9400000000000001,-13.600000000000001,12.424031578947368,real-estate,-12.15170258455488
farm-heavy-construction-machinery,3,620953894912.0,1.9516795633284012,-0.3592374946123411,2.7893131546006034,-0.5055064054776293,-2.2936029316047253,-2.4024657642104152,-7.608338088147127,-0.2902084209469469,-2.2079153474366398,33.33333333333333,16.336619853764,13.34585877099664,15.583591477235025,59.75399471226568,47.89531335780351,51.59329702832256,33.333333333333336,66.66666666666667,33.333333333333336,-17.370959761163896,34.843037,24.956036,0.9463584,32.639998,20.729999,39.740002000000004,36.39,1.203860936028024,industrials,-12.973646244648263
building-products-equipment,6,263777674752.0,3.4809214115015363,2.4260762447215587,2.0940579954268346,-2.8694661085883033,-5.69872216285132,-5.9334689630253905,-8.490982141281423,-13.11411024420611,-14.075396983082012,16.666666666666664,2.118565618634838,-3.795548728683571,-0.5128904539367984,5.965640282984785,-7.578079738995834,-4.221141677552365,16.666666666666668,33.333333333333336,0.0,-21.066983044875638,36.0357875,15.863998500000001,1.2742829,12.910000199999999,14.745,10.990000199999999,19.490000000000002,1.0758900305188202,industrials,-13.856290297782559
engineering-construction,4,203930243072.0,3.459797831209155,2.3643270351337176,2.959387591777407,-1.1057523083279674,-2.138666616236601,-2.215862555686482,-8.867950300479166,-3.5856449115027997,-9.112840251360005,25.0,11.649824530764752,10.468574485136772,12.337762758498915,55.096571040515705,46.64023152683255,42.72646651994585,50.0,75.0,0.0,-18.974238320402797,43.8426305,23.795384499999997,0.12252046999999999,41.32,15.709999499999999,38.425,30.130000499999998,1.514664879524662,industrials,-14.233258456980302
utilities-independent-power-producers,3,162071492608.0,0.17649475508307866,-0.7707063209675475,-0.628877841545683,-2.4267841962076764,-3.1196698633403908,-3.4520717015450675,-9.385410056488919,-13.618196806549058,-13.393714874676132,0.0,-12.235147301463623,-15.851676859531375,-8.79523773352644,-26.737577378777498,-29.935031152571252,-33.157108119544034,0.0,0.0,0.0,-35.19380987077933,25.778864,13.5457535,0.6463987,29.23,9.59,23.45,156.85,1.412487330552659,utilities,-14.750718212990055
utilities-regulated-electric,23,998260872192.0,-1.382839461069496,-1.2960756208142583,-1.3201252429360877,-5.40497241871194,-5.584375237353497,-3.9395740627327425,-9.844386662431248,-10.477660987413351,-9.485188402169687,0.0,-7.6534685928203565,-7.015181750238053,-6.635478968808206,3.785315270587275,3.2952675830158964,3.832837657927568,0.0,0.0,0.0,-13.4709258159875,19.455622,16.218658,3.4733787,7.140000000000001,7.4399999999999995,5.52,11.3400005,2.1799271505376345,utilities,-15.209694818932384
apparel-retail,3,229934354432.0,4.265741196133055,4.393006082618042,4.967893168391457,-5.9629364820172785,-7.93232210437621,-6.9309084023125855,-13.429584784479376,-7.742313274464719,-4.764960428994458,33.33333333333333,-10.647039960131732,-14.415772028106144,-15.889845955355387,5.8705182433288705,5.415144667819979,-5.289967985259125,0.0,33.333333333333336,0.0,-22.093309667772022,24.22037,22.653423,0.73513514,9.43,3.32,6.3100000000000005,-6.17,6.823320180722892,consumer-cyclical,-18.79489294098051
resorts-casinos,3,44162726912.0,-3.3511044770939358,-3.15461777138157,-3.804215355972629,-15.036616948936333,-14.790519527054535,-15.585792486952332,-17.36172084830675,-18.007312625608066,-17.09291763863401,0.0,-18.770277969722372,-12.767156857211218,-17.997359173618776,-21.870244807043303,-17.24920372054975,-24.707792905422497,0.0,0.0,0.0,-37.55342004956115,19.786572,16.014084,1.20019205,2.6800001,10.3599995,-3.4000000000000004,0.42,1.5457610784633724,consumer-cyclical,-22.727029004807886
building-materials,3,126153146368.0,-0.37118512854632524,-0.5361674782354497,-0.5337086064776009,-7.880884416326617,-8.033213082581252,-7.394550122923372,-18.398991263994844,-18.012189749929874,-17.218381451349984,0.0,-12.321507607775661,-11.327878315646188,-13.283704110095496,-19.333718291112355,-18.746891396278574,-18.8210467093307,0.0,0.0,0.0,-29.180509667103184,29.264462,23.295591,0.8204712,4.1199997,16.49,-0.16999999999999998,9.94,1.412710187992723,basic-materials,-23.76429942049598
semiconductor-equipment-materials,5,1098555987968.0,13.402607020471645,13.560680037394162,12.177974782657275,-1.002097592486384,0.08905839040145302,-0.9681555875547421,-18.47709932363839,-17.193856172953755,-19.27268830683281,0.0,29.747575761941803,25.8447674755274,30.89173129636389,131.900417328723,152.6962943416052,148.13384147176782,40.0,100.0,0.0,-31.411204318305312,51.453552,26.68763,0.34405186,45.069999,23.5,72.940004,53.74,1.135643829787234,technology,-23.842407480139528
advertising-agencies,3,137334065152.0,-1.9924420835798706,-5.878283092564606,-4.677895056302505,3.4738368804964503,-1.847533744904543,0.0,-25.83762490382513,-17.259728966685618,-26.491912544077522,33.33333333333333,-26.095319316975374,-23.87959186968599,-28.373460672654094,-46.97676894363698,-38.38354835717904,-49.39423368649265,0.0,0.0,0.0,-55.18947356510387,25.267487,13.057521,0.0,22.16,11.14,14.24,24.47,1.1721293536804307,communication-services,-31.202933060326266
